,Day,yyyy_mm_dd,facility_county,ENCOUNTER_FACILITY_NAME,ENCOUNTER_FACILITY_STREET,ENCOUNTER_FACILITY_CITY,ENCOUNTER_FACILITY_STATE,ENCOUNTER_FACILITY_ZIP,mem_cnt,covid19_related_mem_cnt
239,02-13,2020-02-13,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,3,0.0
240,02-18,2020-02-18,Worcester,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,1,0.0
241,02-21,2020-02-21,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,6,0.0
242,02-23,2020-02-23,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,2,0.0
243,03-24,2020-03-24,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,1,0.0
244,03-24,2020-03-24,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,3,0.0
245,03-26,2020-03-26,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,1,0.0
246,01-02,2020-01-02,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,3,2.0
247,01-02,2020-01-02,Worcester,UMass Memorial - Clinton,201 Highland St.,Clinton,MA,01510,1,0.0
248,01-03,2020-01-03,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,4,2.0
249,01-05,2020-01-05,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,3,0.0
250,01-06,2020-01-06,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,9,4.0
251,01-10,2020-01-10,Middlesex,D'Youville Transitional Care - SNF,981 Varnum Ave,Lowell,MA,01854,1,1.0
252,01-10,2020-01-10,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,5,0.0
253,01-15,2020-01-15,Bristol,Athena Healthcare - Southeast Health Care Center - SNF,184 Lincoln St,North Easton,MA,02356,1,1.0
254,01-24,2020-01-24,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,3,0.0
255,01-26,2020-01-26,Middlesex,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,1,0.0
256,01-29,2020-01-29,Hampden,Mercy Medical Center - MA,271 Carew St,Springfield,MA,01104,2,0.0
257,01-31,2020-01-31,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,5,0.0
258,02-03,2020-02-03,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,3,0.0
259,02-06,2020-02-06,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,8,0.0
260,02-07,2020-02-07,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,2,0.0
261,02-09,2020-02-09,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,7,0.0
262,02-09,2020-02-09,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,3,1.0
263,02-20,2020-02-20,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,2,0.0
264,02-20,2020-02-20,Suffolk,Brigham and Women's Faulkner Hospital,1153 Centre St,Boston,MA,02130,4,0.0
265,02-23,2020-02-23,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,4,3.0
266,03-06,2020-03-06,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,6,2.0
267,03-10,2020-03-10,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,3,1.0
268,03-12,2020-03-12,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,3,1.0
269,03-14,2020-03-14,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,14,5.0
270,03-15,2020-03-15,Essex,Addison Gilbert Hospital,298 Washington St,Gloucester,MA,01930,1,0.0
271,03-15,2020-03-15,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,8,0.0
272,03-18,2020-03-18,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,3,0.0
273,03-20,2020-03-20,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,4,0.0
274,03-27,2020-03-27,Bristol,Charlton Memorial Hospital,363 Highland Ave,Fall River,MA,02720,1,0.0
275,01-06,2020-01-06,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,2,0.0
276,01-10,2020-01-10,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,1,0.0
277,02-01,2020-02-01,Essex,Holy Family Hospital - Methuen,70 East St.,Methuen,MA,01844,3,1.0
278,02-07,2020-02-07,Norfolk,John Scott House Rehab & Nursing Center - SNF,233 Middle St.,Braintree,MA,02184,1,0.0
279,02-09,2020-02-09,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,7,0.0
280,02-13,2020-02-13,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,1,0.0
281,02-20,2020-02-20,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,3,2.0
282,02-21,2020-02-21,Worcester,UMass Memorial - Clinton,201 Highland St.,Clinton,MA,01510,1,1.0
283,03-02,2020-03-02,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,4,0.0
284,03-05,2020-03-05,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,2,2.0
285,03-06,2020-03-06,Worcester,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,2,0.0
286,03-09,2020-03-09,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,2,0.0
287,03-10,2020-03-10,Plymouth,Tobey Hospital,43 High Street,Wareham,MA,02571,1,1.0
288,03-11,2020-03-11,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,4,3.0
289,03-15,2020-03-15,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,2,0.0
290,03-15,2020-03-15,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,3,2.0
291,03-19,2020-03-19,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,2,0.0
292,03-21,2020-03-21,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,11,4.0
293,03-22,2020-03-22,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,6,3.0
294,03-22,2020-03-22,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,2,0.0
295,03-22,2020-03-22,Middlesex,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,2,0.0
296,01-01,2020-01-01,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,1,0.0
297,01-05,2020-01-05,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,1,0.0
298,01-06,2020-01-06,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,3,0.0
299,01-07,2020-01-07,Middlesex,Salter - Winchester Nursing & Rehab - SNF,223 Swanton St,Winchester,MA,01890,1,1.0
300,01-08,2020-01-08,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,15,5.0
301,01-13,2020-01-13,Suffolk,Brigham and Women's Faulkner Hospital,1153 Centre St,Boston,MA,02130,1,0.0
302,01-16,2020-01-16,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,6,2.0
303,01-18,2020-01-18,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,5,2.0
304,01-25,2020-01-25,Hampden,Mercy Medical Center - MA,271 Carew St,Springfield,MA,01104,3,0.0
305,01-26,2020-01-26,Essex,Lahey Hospital - Peabody,1 Essex Center Dr,Peabody,MA,01960,1,0.0
306,01-28,2020-01-28,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,10,5.0
307,02-01,2020-02-01,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,4,0.0
308,02-02,2020-02-02,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,1,0.0
309,02-05,2020-02-05,Essex,Addison Gilbert Hospital,298 Washington St,Gloucester,MA,01930,1,0.0
310,02-06,2020-02-06,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,1,0.0
311,02-10,2020-02-10,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,2,0.0
312,02-11,2020-02-11,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,8,3.0
313,02-16,2020-02-16,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,1,0.0
314,03-01,2020-03-01,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,10,5.0
315,03-02,2020-03-02,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,1,0.0
316,03-08,2020-03-08,Essex,Holy Family Hospital - Methuen,70 East St.,Methuen,MA,01844,2,0.0
317,03-10,2020-03-10,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,5,0.0
318,03-22,2020-03-22,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,1,1.0
319,03-22,2020-03-22,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,10,3.0
320,03-29,2020-03-29,Worcester,UMass Memorial ED,119 Belmont St,Worcester,MA,01605,1,0.0
321,01-02,2020-01-02,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,3,0.0
322,01-02,2020-01-02,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,6,3.0
323,01-03,2020-01-03,Plymouth,Life Care Center of Plymouth - SNF,94 Obery St,Plymouth,MA,02360,1,1.0
324,01-04,2020-01-04,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,2,1.0
325,01-06,2020-01-06,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,9,0.0
326,01-09,2020-01-09,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,10,0.0
327,01-11,2020-01-11,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,3,0.0
328,01-20,2020-01-20,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,1,0.0
329,02-16,2020-02-16,Essex,Lahey Hospital - Peabody,1 Essex Center Dr,Peabody,MA,01960,2,1.0
330,02-18,2020-02-18,Suffolk,Carney Hospital,2100 Dorchester Ave,Dorchester,MA,02124,1,0.0
331,03-10,2020-03-10,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,7,0.0
332,03-11,2020-03-11,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,4,2.0
333,03-12,2020-03-12,Suffolk,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,2,0.0
334,03-18,2020-03-18,Bristol,Charlton Memorial Hospital,363 Highland Ave,Fall River,MA,02720,4,0.0
335,03-19,2020-03-19,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,2,0.0
336,03-20,2020-03-20,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,4,1.0
337,03-27,2020-03-27,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,3,2.0
338,01-04,2020-01-04,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,4,0.0
339,01-06,2020-01-06,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,1,0.0
340,01-11,2020-01-11,Worcester,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,1,0.0
341,01-13,2020-01-13,Essex,Holy Family Hospital - Methuen,70 East St.,Methuen,MA,01844,1,0.0
342,01-15,2020-01-15,Suffolk,Carney Hospital,2100 Dorchester Ave,Dorchester,MA,02124,1,0.0
343,01-20,2020-01-20,Worcester,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,1,0.0
344,01-22,2020-01-22,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,3,2.0
345,01-23,2020-01-23,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,7,0.0
346,01-23,2020-01-23,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,4,1.0
347,01-24,2020-01-24,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,6,0.0
348,01-26,2020-01-26,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,2,0.0
349,01-30,2020-01-30,Middlesex,Nashoba Valley Medical Center,200 Groton Road,Ayer,MA,01432,2,0.0
350,01-31,2020-01-31,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,2,0.0
351,02-02,2020-02-02,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,9,4.0
352,02-04,2020-02-04,Plymouth,Life Care Center of Plymouth - SNF,94 Obery St,Plymouth,MA,02360,1,0.0
353,02-21,2020-02-21,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,6,1.0
354,03-10,2020-03-10,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,1,0.0
355,03-14,2020-03-14,Worcester,UMass Memorial - Clinton,201 Highland St.,Clinton,MA,01510,2,1.0
356,03-20,2020-03-20,Hampshire,Linda Manor Extended Care Facility,345 Haydenville Road,Leeds,MA,01053,1,0.0
357,03-21,2020-03-21,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,1,0.0
358,03-22,2020-03-22,Bristol,Charlton Memorial Hospital,363 Highland Ave,Fall River,MA,02720,3,0.0
359,01-01,2020-01-01,Bristol,Athena Healthcare - Southeast Health Care Center - SNF,184 Lincoln St,North Easton,MA,02356,1,0.0
360,01-02,2020-01-02,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,1,0.0
361,01-04,2020-01-04,Franklin,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,2,1.0
362,01-13,2020-01-13,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,2,2.0
363,01-20,2020-01-20,Plymouth,Brockton Hospital,680 Centre St,Brockton,MA,02302,1,0.0
364,01-21,2020-01-21,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,3,0.0
365,02-02,2020-02-02,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,4,2.0
366,02-05,2020-02-05,Middlesex,Salter - Winchester Nursing & Rehab - SNF,223 Swanton St,Winchester,MA,01890,1,1.0
367,02-07,2020-02-07,Bristol,Charlton Memorial Hospital,363 Highland Ave,Fall River,MA,02720,8,2.0
368,02-18,2020-02-18,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,10,1.0
369,02-21,2020-02-21,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,15,3.0
370,02-23,2020-02-23,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,2,1.0
371,02-25,2020-02-25,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,2,0.0
372,03-03,2020-03-03,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,2,1.0
373,03-27,2020-03-27,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,1,0.0
374,01-01,2020-01-01,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,2,0.0
375,01-01,2020-01-01,Plymouth,Tobey Hospital,43 High Street,Wareham,MA,02571,2,2.0
376,01-10,2020-01-10,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,4,3.0
377,01-11,2020-01-11,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,3,0.0
378,01-11,2020-01-11,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,5,0.0
379,01-13,2020-01-13,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,6,0.0
380,01-13,2020-01-13,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,5,0.0
381,01-13,2020-01-13,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,1,0.0
382,01-15,2020-01-15,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,2,0.0
383,01-17,2020-01-17,Worcester,UMass Memorial - Leominster Urgent Care,510 N Main St.,Leominster,MA,01453,1,0.0
384,01-23,2020-01-23,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,23,7.0
385,01-25,2020-01-25,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,6,4.0
386,01-27,2020-01-27,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,3,0.0
387,01-28,2020-01-28,Hampden,Life Care Center of Wilbraham - SNF,2399 Boston Rd,Wilbraham,MA,01095,1,0.0
388,02-02,2020-02-02,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,1,1.0
389,02-02,2020-02-02,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,2,0.0
390,02-03,2020-02-03,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,5,0.0
391,02-06,2020-02-06,Plymouth,Life Care Center of West Bridgewater - SNF,765 W Center St,West Bridgewater,MA,02379,2,1.0
392,02-06,2020-02-06,Suffolk,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,1,0.0
393,02-13,2020-02-13,Bristol,Charlton Memorial Hospital,363 Highland Ave,Fall River,MA,02720,6,5.0
394,02-25,2020-02-25,Suffolk,Sherrill House - PCC,135 S Huntington Ave,Jamaica Plain,MA,02130,1,1.0
395,03-04,2020-03-04,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,3,0.0
396,03-07,2020-03-07,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,6,1.0
397,03-09,2020-03-09,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,2,1.0
398,03-22,2020-03-22,Hampden,Mercy Medical Center - MA,271 Carew St,Springfield,MA,01104,3,1.0
399,03-29,2020-03-29,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,2,0.0
400,01-11,2020-01-11,Suffolk,Carney Hospital,2100 Dorchester Ave,Dorchester,MA,02124,2,0.0
401,01-14,2020-01-14,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,7,1.0
402,01-16,2020-01-16,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,5,0.0
403,01-21,2020-01-21,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,2,0.0
404,01-29,2020-01-29,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,13,0.0
405,01-31,2020-01-31,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,4,0.0
406,02-04,2020-02-04,Plymouth,Life Care Center of West Bridgewater - SNF,765 W Center St,West Bridgewater,MA,02379,1,0.0
407,02-07,2020-02-07,Essex,Prescott House,140 Prescott Street,North Andover,MA,01845,3,1.0
408,02-25,2020-02-25,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,5,0.0
409,03-01,2020-03-01,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,2,1.0
410,03-02,2020-03-02,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,4,3.0
411,03-11,2020-03-11,Plymouth,Brockton Hospital,680 Centre St,Brockton,MA,02302,2,0.0
412,03-12,2020-03-12,Hampden,Mercy Medical Center - MA,271 Carew St,Springfield,MA,01104,5,0.0
413,03-13,2020-03-13,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,1,0.0
414,03-13,2020-03-13,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,6,1.0
415,03-14,2020-03-14,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,2,0.0
416,03-15,2020-03-15,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,1,0.0
417,03-19,2020-03-19,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,4,0.0
418,03-20,2020-03-20,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,5,3.0
419,03-20,2020-03-20,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,5,3.0
420,03-20,2020-03-20,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,1,0.0
421,03-21,2020-03-21,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,3,0.0
422,01-04,2020-01-04,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,6,0.0
423,01-16,2020-01-16,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,5,2.0
424,01-17,2020-01-17,Plymouth,Life Care Center of West Bridgewater - SNF,765 W Center St,West Bridgewater,MA,02379,1,1.0
425,01-21,2020-01-21,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,4,0.0
426,02-11,2020-02-11,Suffolk,Carney Hospital,2100 Dorchester Ave,Dorchester,MA,02124,1,0.0
427,02-13,2020-02-13,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,6,0.0
428,02-13,2020-02-13,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,5,1.0
429,02-20,2020-02-20,Middlesex,Next Step - Dexter House HealthCare - SNF,120 Main St,Malden,MA,02148,1,1.0
430,02-28,2020-02-28,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,3,0.0
431,03-04,2020-03-04,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,11,0.0
432,03-09,2020-03-09,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,4,2.0
433,03-13,2020-03-13,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,2,0.0
434,03-19,2020-03-19,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,3,3.0
435,03-25,2020-03-25,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,7,3.0
436,03-27,2020-03-27,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,1,0.0
437,01-04,2020-01-04,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,1,0.0
438,01-07,2020-01-07,Middlesex,Metrowest Medical Center - Leonard Morse Hospital,67 Union St,Natick,MA,01760,1,0.0
439,01-09,2020-01-09,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,4,1.0
440,01-14,2020-01-14,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,1,0.0
441,01-21,2020-01-21,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,2,0.0
442,01-22,2020-01-22,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,5,3.0
443,01-23,2020-01-23,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,3,2.0
444,01-25,2020-01-25,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,20,6.0
445,01-30,2020-01-30,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,2,0.0
446,01-30,2020-01-30,Plymouth,Tobey Hospital,43 High Street,Wareham,MA,02571,3,2.0
447,01-31,2020-01-31,Worcester,Whittier - Westborough Transitional Care Unit,150 Flanders Road,Westborough,MA,01581,1,1.0
448,02-05,2020-02-05,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,4,0.0
449,02-06,2020-02-06,Suffolk,Carney Hospital,2100 Dorchester Ave,Dorchester,MA,02124,2,0.0
450,02-13,2020-02-13,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,4,0.0
451,02-20,2020-02-20,Worcester,UMass Memorial - Leominster Urgent Care,510 N Main St.,Leominster,MA,01453,1,1.0
452,03-10,2020-03-10,Middlesex,Metrowest Medical Center - Leonard Morse Hospital,67 Union St,Natick,MA,01760,2,0.0
453,03-12,2020-03-12,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,9,5.0
454,03-12,2020-03-12,Worcester,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,1,0.0
455,03-13,2020-03-13,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,2,0.0
456,03-17,2020-03-17,Plymouth,Brockton Hospital,680 Centre St,Brockton,MA,02302,3,0.0
457,03-21,2020-03-21,Middlesex,Metrowest Medical Center - Leonard Morse Hospital,67 Union St,Natick,MA,01760,1,0.0
