,ENCOUNTER_FACILITY_NAME,ENCOUNTER_FACILITY_STREET,ENCOUNTER_FACILITY_CITY,ENCOUNTER_FACILITY_STATE,ENCOUNTER_FACILITY_ZIP,facility_county,yyyy_mm_dd,mm_dd,mem_cnt
269,Beverly Hospital,85 Herrick St,Beverly,MA,01915,Essex,2020-01-20,01-20,1
270,Beverly Hospital,85 Herrick St,Beverly,MA,01915,Essex,2020-01-25,01-25,2
271,Beverly Hospital,85 Herrick St,Beverly,MA,01915,Essex,2020-01-22,01-22,3
272,Beverly Hospital,85 Herrick St,Beverly,MA,01915,Essex,2020-03-24,03-24,1
273,Beverly Hospital,85 Herrick St,Beverly,MA,01915,Essex,2020-01-10,01-10,1
274,Beverly Hospital,85 Herrick St,Beverly,MA,01915,Essex,2020-02-16,02-16,2
275,Beverly Hospital,85 Herrick St,Beverly,MA,01915,Essex,2020-03-22,03-22,1
276,Beverly Hospital,85 Herrick St,Beverly,MA,01915,Essex,2020-03-23,03-23,1
277,Nantucket Cottage Hospital,57 Prospect St,Nantucket,MA,02554,Nantucket,2020-03-09,03-09,1
278,Nantucket Cottage Hospital,57 Prospect St,Nantucket,MA,02554,Nantucket,2020-01-20,01-20,1
279,Nantucket Cottage Hospital,57 Prospect St,Nantucket,MA,02554,Nantucket,2020-03-01,03-01,1
280,Nantucket Cottage Hospital,57 Prospect St,Nantucket,MA,02554,Nantucket,2020-02-01,02-01,2
281,Nantucket Cottage Hospital,57 Prospect St,Nantucket,MA,02554,Nantucket,2020-02-10,02-10,1
282,Nantucket Cottage Hospital,57 Prospect St,Nantucket,MA,02554,Nantucket,2020-01-03,01-03,1
283,Nantucket Cottage Hospital,57 Prospect St,Nantucket,MA,02554,Nantucket,2020-01-27,01-27,1
284,Nantucket Cottage Hospital,57 Prospect St,Nantucket,MA,02554,Nantucket,2020-01-06,01-06,1
285,Life Care Center of Acton - SNF,1 Great Rd,Acton,MA,01720,Middlesex,2020-02-25,02-25,1
286,Life Care Center of Acton - SNF,1 Great Rd,Acton,MA,01720,Middlesex,2020-01-11,01-11,1
287,Life Care Center of Acton - SNF,1 Great Rd,Acton,MA,01720,Middlesex,2020-01-21,01-21,1
288,Prescott House,140 Prescott Street,North Andover,MA,01845,Essex,2020-02-07,02-07,3
289,Prescott House,140 Prescott Street,North Andover,MA,01845,Essex,2020-01-26,01-26,1
290,Prescott House,140 Prescott Street,North Andover,MA,01845,Essex,2020-03-09,03-09,1
291,Prescott House,140 Prescott Street,North Andover,MA,01845,Essex,2020-01-04,01-04,1
292,Prescott House,140 Prescott Street,North Andover,MA,01845,Essex,2020-01-29,01-29,1
293,Prescott House,140 Prescott Street,North Andover,MA,01845,Essex,2020-01-15,01-15,1
294,Prescott House,140 Prescott Street,North Andover,MA,01845,Essex,2020-01-08,01-08,1
295,Prescott House,140 Prescott Street,North Andover,MA,01845,Essex,2020-01-27,01-27,1
296,Prescott House,140 Prescott Street,North Andover,MA,01845,Essex,2020-01-22,01-22,1
297,Prescott House,140 Prescott Street,North Andover,MA,01845,Essex,2020-01-31,01-31,1
298,Prescott House,140 Prescott Street,North Andover,MA,01845,Essex,2020-02-18,02-18,1
299,Life Care Center of Raynham - SNF,546 S St E,Raynham,MA,02767,Bristol,2020-03-09,03-09,1
300,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-13,02-13,5
301,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-14,01-14,6
302,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-03,01-03,13
303,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-31,01-31,10
304,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-11,01-11,11
305,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-21,01-21,7
306,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-21,02-21,11
307,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-17,01-17,7
308,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-05,02-05,5
309,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-18,01-18,10
310,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-14,03-14,8
311,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-28,02-28,5
312,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-10,01-10,5
313,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-06,03-06,6
314,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-07,03-07,8
315,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-04,01-04,8
316,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-15,03-15,8
317,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-16,03-16,7
318,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-08,01-08,4
319,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-20,03-20,3
320,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-29,01-29,6
321,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-23,01-23,9
322,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-01,03-01,5
323,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-02,02-02,8
324,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-24,01-24,12
325,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-11,02-11,8
326,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-10,03-10,5
327,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-12,03-12,6
328,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-20,02-20,9
329,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-10,02-10,4
330,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-09,01-09,7
331,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-07,01-07,8
332,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-03,03-03,13
333,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-22,01-22,7
334,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-13,03-13,9
335,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-03,02-03,10
336,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-19,01-19,11
337,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-04,03-04,10
338,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-21,03-21,2
339,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-26,01-26,6
340,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-02,03-02,5
341,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-30,01-30,6
342,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-23,02-23,6
343,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-11,03-11,8
344,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-16,01-16,11
345,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-08,03-08,8
346,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-27,01-27,6
347,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-18,02-18,6
348,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-09,02-09,2
349,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-05,01-05,8
350,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-25,02-25,6
351,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-01,02-01,9
352,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-04,02-04,10
353,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-17,03-17,11
354,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-07,02-07,7
355,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-25,01-25,5
356,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-20,01-20,7
357,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-09,03-09,4
358,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-05,03-05,7
359,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-13,01-13,5
360,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-16,02-16,4
361,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-18,03-18,5
362,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-15,01-15,5
363,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-24,03-24,6
364,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-02,01-02,4
365,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-23,03-23,3
366,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-19,03-19,3
367,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-02-06,02-06,5
368,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-03-22,03-22,3
369,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-01,01-01,3
370,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-06,01-06,3
371,Norwood Hospital,800 Washington St.,Norwood,MA,02062,Norfolk,2020-01-28,01-28,1
372,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-25,01-25,5
373,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-01-10,01-10,1
374,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-21,01-21,6
375,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-15,03-15,2
376,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-02-09,02-09,7
377,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-02-25,02-25,5
378,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-21,03-21,2
379,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-02-05,02-05,4
380,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-07,03-07,3
381,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-23,01-23,3
382,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-11,01-11,3
383,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-02-01,02-01,1
384,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-01-21,01-21,1
385,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-17,03-17,2
386,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-23,03-23,1
387,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-01-04,01-04,2
388,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-02-10,02-10,4
389,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-02-04,02-04,3
390,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-04,03-04,3
391,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-14,01-14,1
392,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-30,01-30,5
393,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-29,01-29,4
394,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-04,01-04,1
395,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-05,01-05,2
396,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-05,03-05,1
397,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-22,01-22,4
398,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-03,03-03,2
399,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-07,01-07,5
400,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-14,03-14,3
401,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-02-04,02-04,2
402,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-16,03-16,4
403,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-03,01-03,1
404,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-02-23,02-23,4
405,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-28,01-28,3
406,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-27,01-27,5
407,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-15,01-15,2
408,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-20,03-20,5
409,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-19,03-19,4
410,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-10,03-10,2
411,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-13,03-13,1
412,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-08,03-08,1
413,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-24,01-24,3
414,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-18,01-18,4
415,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-02-11,02-11,2
416,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-31,01-31,3
417,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-19,01-19,1
418,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-02-20,02-20,4
419,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-08,01-08,1
420,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-03-15,03-15,1
421,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-01-19,01-19,1
422,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-02-25,02-25,1
423,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-01-08,01-08,1
424,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-03-01,03-01,1
425,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-16,01-16,5
426,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-09,03-09,1
427,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-02-06,02-06,3
428,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-02-28,02-28,3
429,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-01,03-01,3
430,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-11,03-11,1
431,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-06,03-06,3
432,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-02,01-02,1
433,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-03-22,03-22,1
434,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-10,01-10,1
435,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-02-02,02-02,2
436,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-02,03-02,1
437,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-02-21,02-21,1
438,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-01,01-01,3
439,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-18,03-18,1
440,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-02-18,02-18,2
441,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-03-18,03-18,1
442,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-03-24,03-24,1
443,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-01-17,01-17,1
444,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-26,01-26,1
445,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-02-02,02-02,1
446,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-02-05,02-05,1
447,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-02-13,02-13,1
448,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-03-08,03-08,1
449,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-02-16,02-16,1
450,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-03-14,03-14,1
451,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-03-07,03-07,1
452,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,Franklin,2020-01-22,01-22,1
453,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,Franklin,2020-01-06,01-06,1
454,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-03-24,03-24,5
455,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-03-07,03-07,5
456,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-03-09,03-09,4
457,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-03-16,03-16,6
458,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-25,01-25,4
459,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-02-01,02-01,7
460,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-31,01-31,2
461,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-24,01-24,7
462,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-04,01-04,4
463,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-02-02,02-02,4
464,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-18,01-18,5
465,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-19,01-19,2
466,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-03-04,03-04,7
467,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-03-14,03-14,8
468,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-29,01-29,2
469,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-20,01-20,5
470,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-03-15,03-15,4
471,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-07,01-07,7
472,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-03-18,03-18,2
473,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-13,01-13,3
474,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-03-17,03-17,9
475,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-03,01-03,11
476,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-03-22,03-22,3
477,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-03-20,03-20,3
478,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-03-03,03-03,5
479,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-05,01-05,5
480,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-06,01-06,5
481,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-03-06,03-06,5
482,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-26,01-26,5
483,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-02-28,02-28,11
484,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-02-05,02-05,8
485,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-02-11,02-11,9
486,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-17,01-17,5
487,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-23,01-23,4
488,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-28,01-28,4
489,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-27,01-27,6
490,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-14,01-14,6
491,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-02-03,02-03,5
492,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-03-10,03-10,5
493,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-03-08,03-08,4
494,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-08,01-08,4
495,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-02-04,02-04,4
496,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,Suffolk,2020-01-15,01-15,7
